country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
south nation,presiden tote,http://blocgame.com/alliancestats.php?allianceid=1899,13k active personnel,0 ships,First World War surplus,Isolated,1 factory,Elite,last online 6 hours ago,rankings.php?subregion=pac,Aseang MMP,5 Hundred Tons per month,$455 million,alliancestats.php?allianceid=1899,Pacific Rim,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=pac,22729 km 2,http://blocgame.com/stats.php?id=61911,390 Mbbl,4 Mbbl per month,,
Yannevia,Yannevitz,,19k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 78 hours ago,rankings.php?subregion=gra,,9 Hundred Tons per month,$453 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19800 km 2,http://blocgame.com/stats.php?id=62538,384 Mbbl,3 Mbbl per month,,
almunawir,al munawir,,61k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=ara,,9 Hundred Tons per month,$449 million,,Arabia,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ara,22817 km 2,http://blocgame.com/stats.php?id=62163,829 Mbbl,47 Mbbl per month,,
Wadowicki Blues,tajfunek12,,66k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 3 hours ago,rankings.php?subregion=ama,,27 Hundred Tons per month,$446 million,,Amazonia,,Small,http://blocgame.com/rankings.php?subregion=ama,27330 km 2,http://blocgame.com/stats.php?id=62645,11 Mbbl,6 Mbbl per month,,
Hintasoka,Emit Mak,,19k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 20 hours ago,rankings.php?subregion=sea,,12 Hundred Tons per month,$445 million,,Indochina,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=sea,20240 km 2,http://blocgame.com/stats.php?id=62532,,11 Mbbl per month,,
AES,Yang Zhi,,7k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 56 hours ago,rankings.php?subregion=ara,,5 Hundred Tons per month,$443 million,,Arabia,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=ara,16172 km 2,http://blocgame.com/stats.php?id=62129,2674 Mbbl,21 Mbbl per month,,
FUCK WANG,FUCK WANG,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 23 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,$443 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,13890 km 2,http://blocgame.com/stats.php?id=62572,,28 Mbbl per month,,
troll1,master334,,2k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,$441 million,,Egypt,Depleted,None,http://blocgame.com/rankings.php?subregion=egy,5764 km 2,http://blocgame.com/stats.php?id=61062,,,,
Juninitaus,Mobius Starsmith,,14k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 170 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,$440 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,19800 km 2,http://blocgame.com/stats.php?id=62576,,,,
mzymz,mzymz79,,8k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,$440 million,,Arabia,,Meagre,http://blocgame.com/rankings.php?subregion=ara,19212 km 2,http://blocgame.com/stats.php?id=62580,,4 Mbbl per month,,
Yeezonia,mrbruiser,http://blocgame.com/alliancestats.php?allianceid=1932,33k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,rankings.php?subregion=saf,African Socialism,4 Hundred Tons per month,$439 million,alliancestats.php?allianceid=1932,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=62602,236 Mbbl,1 Mbbl per month,,
guohai,matian,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 11 hours ago,rankings.php?subregion=chi,,3 Hundred Tons per month,$438 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=60428,,1 Mbbl per month,,
Bismania,Michael Brountnek,http://blocgame.com/alliancestats.php?allianceid=1580,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 7 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,7 Hundred Tons per month,$434 million,alliancestats.php?allianceid=1580,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=62212,6141 Mbbl,4 Mbbl per month,,
Zuyazayuza,Zuyazayuza,http://blocgame.com/alliancestats.php?allianceid=1899,13k active personnel,0 ships,First World War surplus,Nice,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=sea,Aseang MMP,8 Hundred Tons per month,$434 million,alliancestats.php?allianceid=1899,Indochina,Depleted,Meagre,http://blocgame.com/rankings.php?subregion=sea,24023 km 2,http://blocgame.com/stats.php?id=62470,,2 Mbbl per month,,
Black Widow,Protego,,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 123 hours ago,rankings.php?subregion=ara,,4 Hundred Tons per month,$432 million,,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,16500 km 2,http://blocgame.com/stats.php?id=62290,,3 Mbbl per month,,
Chrome,edmfan,http://blocgame.com/alliancestats.php?allianceid=1595,54k active personnel,0 ships,First World War surplus,Questionable,3 factories,Standard,last online 14 hours ago,rankings.php?subregion=ara,The High Council,11 Hundred Tons per month,$431 million,alliancestats.php?allianceid=1595,Arabia,Plentiful,Small,http://blocgame.com/rankings.php?subregion=ara,28791 km 2,http://blocgame.com/stats.php?id=62534,5038 Mbbl,49 Mbbl per month,,
Essexstan,Lord General Gary,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,rankings.php?subregion=per,,3 Hundred Tons per month,$429 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=62547,1894 Mbbl,3 Mbbl per month,,
Alexonia,alexguenther,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,$428 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=62610,,1 Mbbl per month,,
Guerilla,mohdirfan,http://blocgame.com/alliancestats.php?allianceid=1899,52k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,rankings.php?subregion=ind,Aseang MMP,4 Hundred Tons per month,$423 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61854,158 Mbbl,2 Mbbl per month,,
ZureFy,AzureNia03,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=sea,,5 Hundred Tons per month,$422 million,,Indochina,,None,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=62539,,,,
Brunstovia,Zat Other Guy,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,online now,rankings.php?subregion=chi,,3 Hundred Tons per month,$422 million,,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62648,182 Mbbl,2 Mbbl per month,,
harrows,forust,http://blocgame.com/alliancestats.php?allianceid=2022,34k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 1 hours ago,rankings.php?subregion=waf,the kohlgan front,9 Hundred Tons per month,$420 million,alliancestats.php?allianceid=2022,West Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=waf,24028 km 2,http://blocgame.com/stats.php?id=62696,147 Mbbl,8 Mbbl per month,,
Armacham,Aristide,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,0 ships,First World War surplus,Questionable,None,Poor,last online 139 hours ago,rankings.php?subregion=pac,The High Council,2 Hundred Tons per month,$419 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19800 km 2,http://blocgame.com/stats.php?id=57045,,1 Mbbl per month,1 Tons,
Socialist Union,General Secretary,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 100 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,$418 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62633,,,,
Gallifrey-11,Lecaille,,15k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 133 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,$417 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,19800 km 2,http://blocgame.com/stats.php?id=62663,,,,
MalayaMMP,zazammu86,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 91 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,$415 million,,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62383,151 Mbbl,3 Mbbl per month,,
bird land,birdjoseph,http://blocgame.com/alliancestats.php?allianceid=1973,2k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 78 hours ago,rankings.php?subregion=chi,alliance of nations,2 Hundred Tons per month,$414 million,alliancestats.php?allianceid=1973,China,Near Depletion,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61878,,,,
Orange Julius,5dollarcheezit,http://blocgame.com/alliancestats.php?allianceid=1595,59k active personnel,0 ships,First World War surplus,Angelic,1 factory,Poor,last online 3 hours ago,rankings.php?subregion=eaf,The High Council,5 Hundred Tons per month,$412 million,alliancestats.php?allianceid=1595,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=46049,,5 Mbbl per month,,
fishball,fishballfish6,,0k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,$411 million,,Pacific Rim,,None,http://blocgame.com/rankings.php?subregion=pac,5294 km 2,http://blocgame.com/stats.php?id=61050,,,,
Vursian,Amirul Izzat,http://blocgame.com/alliancestats.php?allianceid=1899,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 16 hours ago,rankings.php?subregion=ind,Aseang MMP,3 Hundred Tons per month,$411 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62540,296 Mbbl,2 Mbbl per month,,
Sant Tysilio,Trapswithlasers,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 175 hours ago,rankings.php?subregion=egy,,3 Hundred Tons per month,$410 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=62593,3453 Mbbl,4 Mbbl per month,,
Serheit,Slyo,,18k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 126 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,$410 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62671,,,,
Caribbeana,Romescu,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 141 hours ago,rankings.php?subregion=car,,3 Hundred Tons per month,$409 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62655,,,,
Marcus,Marcus Mills,http://blocgame.com/alliancestats.php?allianceid=1580,40k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 30 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,6 Hundred Tons per month,$408 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=46590,,4 Mbbl per month,,
Nhayat,Nhayat,http://blocgame.com/alliancestats.php?allianceid=1595,18k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Elite,last online 1 hours ago,rankings.php?subregion=chi,The High Council,5 Hundred Tons per month,$406 million,alliancestats.php?allianceid=1595,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19800 km 2,http://blocgame.com/stats.php?id=62666,272 Mbbl,2 Mbbl per month,,
San Slohwia,Aederich,,25k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Elite,last online 5 hours ago,rankings.php?subregion=gra,,3 Hundred Tons per month,$406 million,,Gran Colombia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=gra,23665 km 2,http://blocgame.com/stats.php?id=62821,196 Mbbl,1 Mbbl per month,,
Kampung Dusun,Sarip Dol,http://blocgame.com/alliancestats.php?allianceid=2006,27k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,online now,rankings.php?subregion=pac,PooR PeoPle,8 Hundred Tons per month,$404 million,alliancestats.php?allianceid=2006,Pacific Rim,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62351,,5 Mbbl per month,,
Sparrows Haven,Dylan Lombardo,,4k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,$404 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62703,,,,
Britiannia,Tommills1968,,10k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 47 hours ago,rankings.php?subregion=gra,,4 Hundred Tons per month,$403 million,,Gran Colombia,,None,http://blocgame.com/rankings.php?subregion=gra,16335 km 2,http://blocgame.com/stats.php?id=62338,,3 Mbbl per month,,
Reds,Ruler01,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,$401 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62599,,,,
SS,CuntBuckle,http://blocgame.com/alliancestats.php?allianceid=1393,59k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=ara,BAMF,2 Hundred Tons per month,$398 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,24616 km 2,http://blocgame.com/stats.php?id=62480,2257 Mbbl,6 Mbbl per month,,
Adtadia,Alexiel Leskovitz,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 185 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,$398 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62577,,,,
War And Peace,Lord Luck,http://blocgame.com/alliancestats.php?allianceid=1998,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 168 hours ago,rankings.php?subregion=eaf,United War and Peace,3 Hundred Tons per month,$397 million,alliancestats.php?allianceid=1998,East Africa,,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=62333,,,,
seveira,Seveira92,,28k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 107 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,$395 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62404,352 Mbbl,2 Mbbl per month,,
Stratokratia,billaras,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 159 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,$393 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62623,409 Mbbl,1 Mbbl per month,,
Malaso,Malaso,http://blocgame.com/alliancestats.php?allianceid=1952,29k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 175 hours ago,rankings.php?subregion=ind,The Eastern Sea,2 Hundred Tons per month,$392 million,alliancestats.php?allianceid=1952,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20434 km 2,http://blocgame.com/stats.php?id=62515,168 Mbbl,1 Mbbl per month,,
