country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation
Sexy Republic,GamerBrosLiam,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 23 hours ago,rankings.php?subregion=ama,,$305 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=62130,,,,Normal
Putrajaya,Sabariah,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=per,,$305 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=62131,,,,Normal
Campion,Mike Campion,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=saf,,$305 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=62134,,,,Normal
Campionia,Michael Campion,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=car,,$305 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62135,,,,Normal
XNSBG,President XNSBG,,19k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 7 hours ago,rankings.php?subregion=chi,,$305 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20300 km 2,http://blocgame.com/stats.php?id=62137,,,,Questionable
Giese Genovia,King Daniel Giese,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=chi,,$305 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62138,,,,Normal
Giese Empire,Pres.Daniel,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=chi,,$305 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62140,,,,Normal
Bangsa Sama,Jae Rodriguez,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 149 hours ago,rankings.php?subregion=pac,,$304 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61934,,,,Normal
North Hueland,rodrigo3119,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 148 hours ago,rankings.php?subregion=ama,,$304 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=61938,,,,Normal
AES,Yang Zhi,,22k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 24 hours ago,rankings.php?subregion=ara,,$304 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62129,1153 Mbbl,,,Normal
Dooo,emmeeti,,19k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 53 hours ago,rankings.php?subregion=ind,,$303 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61977,,,,Questionable
Francovia,Dukelloyd,,29k active personnel,0 ships,First World War surplus,None,Elite,last online 94 hours ago,rankings.php?subregion=sea,,$303 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62013,,,,Angelic
Adelaide,Hamish Carpenter,,22k active personnel,0 ships,First World War surplus,None,Standard,last online 5 hours ago,rankings.php?subregion=sub,,$303 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=62136,342 Mbbl,,,Normal
South America,rafe,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 166 hours ago,rankings.php?subregion=ama,,$302 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=61886,,,,Normal
Multhazam,Mulvolta,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 162 hours ago,rankings.php?subregion=pac,,$302 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61899,,,,Normal
SandBritain,SpeedMan,,21k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 27 hours ago,rankings.php?subregion=ara,,$301 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,18187 km 2,http://blocgame.com/stats.php?id=61689,2937 Mbbl,,,Gandhi-like
Astotska,Preskeshnov,,31k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 145 hours ago,rankings.php?subregion=pac,,$301 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61945,,,,Gandhi-like
Huge Butt,Hyllari Moyst,,41k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 48 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Plentiful,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=62081,,,,Questionable
momo,Aeggis,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 29 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62110,,,,Normal
Puffed Cheese,Cheedows,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,online now,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=62141,214 Mbbl,,,Normal
OFS,Paul Kruger,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=62142,,,,Normal
venganza,screw,,19k active personnel,0 ships,First World War surplus,None,Elite,online now,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62143,,,,Questionable
KROKOP,Chong Hua,,6k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 3 hours ago,rankings.php?subregion=sea,,$299 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,15300 km 2,http://blocgame.com/stats.php?id=61663,,,,Isolated
Azman,norazman07,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 182 hours ago,rankings.php?subregion=sub,,$299 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61770,,,,Good
Ulique,Ajidmech,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 173 hours ago,rankings.php?subregion=car,,$299 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61847,,,,Good
Heisengonder,Sir Wichenstrafel,,30k active personnel,0 ships,First World War surplus,None,Elite,last online 145 hours ago,rankings.php?subregion=mex,,$298 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61942,,,,Angelic
kailam,kailam,,29k active personnel,0 ships,First World War surplus,1 factory,Good,last online 40 hours ago,rankings.php?subregion=ind,,$297 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=61608,161 Mbbl,,,Angelic
Natives,Oppsrules,,29k active personnel,0 ships,First World War surplus,None,Good,last online 115 hours ago,rankings.php?subregion=mex,,$297 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61993,,,,Angelic
West Java,ThePudgeling,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 108 hours ago,rankings.php?subregion=ind,,$296 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61999,,,,Angelic
Moldovakia,Anatoliy Nabokov,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 157 hours ago,rankings.php?subregion=gra,,$295 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=59687,,,,Normal
land1,land1,,6k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 2 hours ago,rankings.php?subregion=ind,,$295 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16700 km 2,http://blocgame.com/stats.php?id=61830,,,,Normal
People 007,Nashrul007,,32k active personnel,0 ships,First World War surplus,None,Elite,last online 33 hours ago,rankings.php?subregion=sea,,$295 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62113,,,,Normal
Skull Hill,Stonebridge,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 192 hours ago,rankings.php?subregion=sea,,$294 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61675,,,,Good
ALTAIR NOG,Northen Ghost 93,,11k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 191 hours ago,rankings.php?subregion=sub,,$294 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61680,,,,Questionable
bintulu,totoi papap,,11k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 191 hours ago,rankings.php?subregion=sea,,$294 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61681,,,,Questionable
dukesaker,dukesaker,,11k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 190 hours ago,rankings.php?subregion=sub,,$294 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61685,,,,Questionable
Vedia,reykusanagi,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 189 hours ago,rankings.php?subregion=ind,,$294 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61700,,,,Good
uranium,cass5,,11k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 188 hours ago,rankings.php?subregion=pac,,$294 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61707,,,,Questionable
AlHarithah,harith,,14k active personnel,0 ships,First World War surplus,None,Elite,last online 174 hours ago,rankings.php?subregion=ind,,$294 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61721,,,,Questionable
Con13,Popo,,28k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 34 hours ago,rankings.php?subregion=ind,,$294 million,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62093,278 Mbbl,,,Good
rajawali,madies82,,14k active personnel,0 ships,First World War surplus,None,Elite,last online 182 hours ago,rankings.php?subregion=sea,,$293 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61760,,,,Questionable
SPARTACUS,ultra-mk5,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 183 hours ago,rankings.php?subregion=ind,,$293 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61762,,,,Normal
Lullen,LullenLullaby,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 177 hours ago,rankings.php?subregion=ind,,$293 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61831,,,,Normal
Malim Nawar,p_3div,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 176 hours ago,rankings.php?subregion=pac,,$293 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61836,,,,Normal
morelia,lemambanglemai8621,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 32 hours ago,rankings.php?subregion=pac,,$293 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20200 km 2,http://blocgame.com/stats.php?id=61850,,,,Gandhi-like
Arguze,highjackal98,,35k active personnel,0 ships,First World War surplus,None,Good,last online 125 hours ago,rankings.php?subregion=sea,,$292 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61870,164 Mbbl,,,Gandhi-like
owczi,owczi,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 188 hours ago,rankings.php?subregion=ara,,$290 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61703,,,,Good
Pulai Chondong,DrNik,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 187 hours ago,rankings.php?subregion=ind,,$290 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61712,440 Mbbl,,,Good
Upper Indochina,Wtfgamer2016,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 181 hours ago,rankings.php?subregion=sea,,$290 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61784,,,,Normal
Ussk,Sabariahhisham,,18k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 10 hours ago,rankings.php?subregion=ara,,$290 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62132,,,,Normal
sightline,final6,,36k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 61 hours ago,rankings.php?subregion=gui,,$289 million,,Guinea,,None,http://blocgame.com/rankings.php?subregion=gui,13890 km 2,http://blocgame.com/stats.php?id=61081,,,,Gandhi-like
Surya,suryak,,8k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 141 hours ago,rankings.php?subregion=per,,$288 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=61949,,,,Gandhi-like
unrepublic,centijent,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 185 hours ago,rankings.php?subregion=sea,,$287 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61676,,,,Good
kongostan,sulaiman akhelaken,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 187 hours ago,rankings.php?subregion=pac,,$287 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61720,,,,Good
axia,human,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 184 hours ago,rankings.php?subregion=pac,,$287 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61753,,,,Good
E-Zest,kimiranger,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 179 hours ago,rankings.php?subregion=sub,,$287 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61804,,,,Normal
jelow,maker111,,43k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 61 hours ago,rankings.php?subregion=atl,,$286 million,,Atlas,,None,http://blocgame.com/rankings.php?subregion=atl,10887 km 2,http://blocgame.com/stats.php?id=61073,,,,Gandhi-like
cody,codywdsmith,,14k active personnel,0 ships,First World War surplus,None,Elite,last online 205 hours ago,rankings.php?subregion=egy,,$285 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=61650,,,,Questionable
